id,code,species,prop_slow_decomp,prop_gymn,No_species,species_richness,mesh_size,size_mesh,Time,Time_month,initial weight,plot,f_weight_with_envelope,Envelope_weight,f_weight,mass_loss_g,percent_ml,percent_eml,remaining_mass,perc_mass,mass_loss_prop,fast_species,slow_species,mixture,litter_type
29,D,Pm,1,1,1,1,0.07 mm,S,6,six months,9.295,R4,13.8,5.605,8.195,1.1,11.83431953,N/A,88.16568047,0.881656805,0.118343195,0,1,0,slow
29,D,Pm,1,1,1,1,2.0 mm,M,1,one month,9.295,R4,14.68,5.605,9.075,0.22,2.366863905,N/A,97.6331361,0.976331361,0.023668639,0,1,0,slow
29,D,Pm,1,1,1,1,2.0 mm,M,3,three months,9.295,R4,13.72,5.605,8.115,1.18,12.69499731,N/A,87.30500269,0.873050027,0.126949973,0,1,0,slow
29,D,Pm,1,1,1,1,2.0 mm,M,6,six months,9.295,R4,13.97,5.605,8.365,0.93,10.00537924,N/A,89.99462076,0.899946208,0.100053792,0,1,0,slow
29,D,Pm,1,1,1,1,5.0 mm,L,1,one month,9.295,R4,14.35,5.605,8.745,0.55,5.917159763,N/A,94.08284024,0.940828402,0.059171598,0,1,0,slow
29,D,Pm,1,1,1,1,5.0 mm,L,3,three months,9.295,R4,14.18,5.605,8.575,0.72,7.746100054,N/A,92.25389995,0.922539,0.077461001,0,1,0,slow
29,D,Pm,1,1,1,1,5.0 mm,L,6,six months,9.295,R4,13.57,5.605,7.965,1.33,14.30876815,N/A,85.69123185,0.856912319,0.143087682,0,1,0,slow
30,DE,"Pm, Td",0.5,1,2,2,0.07 mm,S,1,one month,9.475,R4,14.08,5.605,8.475,1,10.55408971,9.336892718,89.44591029,0.894459103,0.105540897,0,0,1,mixture
30,DE,"Pm, Td",0.5,1,2,2,0.07 mm,S,3,three months,9.475,R4,13.89,5.605,8.285,1.19,12.55936675,10.09996902,87.44063325,0.874406333,0.125593668,0,0,1,mixture
30,DE,"Pm, Td",0.5,1,2,2,0.07 mm,S,6,six months,9.475,R4,13.52,5.605,7.915,1.56,16.46437995,15.30025982,83.53562005,0.835356201,0.1646438,0,0,1,mixture
30,DE,"Pm, Td",0.5,1,2,2,2.0 mm,M,1,one month,9.475,R4,14.13,5.605,8.525,0.95,10.02638522,9.218683378,89.97361478,0.899736148,0.100263852,0,0,1,mixture
30,DE,"Pm, Td",0.5,1,2,2,2.0 mm,M,3,three months,9.475,R4,13.55,5.605,7.945,1.53,16.14775726,17.70053132,83.85224274,0.838522427,0.161477573,0,0,1,mixture
30,DE,"Pm, Td",0.5,1,2,2,2.0 mm,M,6,six months,9.475,R4,13.47,5.605,7.865,1.61,16.99208443,19.46614219,83.00791557,0.830079156,0.169920844,0,0,1,mixture
30,DE,"Pm, Td",0.5,1,2,2,5.0 mm,L,1,one month,9.475,R4,14.65,5.605,9.045,0.43,4.538258575,9.749663347,95.46174143,0.954617414,0.045382586,0,0,1,mixture
30,DE,"Pm, Td",0.5,1,2,2,5.0 mm,L,3,three months,9.475,R4,13.66,5.605,8.055,1.42,14.98680739,14.29295671,85.01319261,0.850131926,0.149868074,0,0,1,mixture
30,DE,"Pm, Td",0.5,1,2,2,5.0 mm,L,6,six months,9.475,R4,12.94,5.605,7.335,2.14,22.58575198,15.75987915,77.41424802,0.77414248,0.22585752,0,0,1,mixture
31,E,Td,0,1,1,1,0.07 mm,S,1,one month,9.645,R4,14.03,5.605,8.425,1.22,12.64904095,N/A,87.35095905,0.873509591,0.12649041,1,0,0,fast
31,E,Td,0,1,1,1,0.07 mm,S,3,three months,9.645,R4,13.53,5.605,7.925,1.72,17.83307413,N/A,82.16692587,0.821669259,0.178330741,1,0,0,fast
31,E,Td,0,1,1,1,0.07 mm,S,6,six months,9.645,R4,13.44,5.605,7.835,1.81,18.7662001,N/A,81.2337999,0.812337999,0.187662001,1,0,0,fast
31,E,Td,0,1,1,1,2.0 mm,M,1,one month,9.645,R4,13.7,5.605,8.095,1.55,16.07050285,N/A,83.92949715,0.839294972,0.160705029,1,0,0,fast
31,E,Td,0,1,1,1,2.0 mm,M,3,three months,9.645,R4,13.06,5.605,7.455,2.19,22.70606532,N/A,77.29393468,0.772939347,0.227060653,1,0,0,fast
31,E,Td,0,1,1,1,2.0 mm,M,6,six months,9.645,R4,12.46,5.605,6.855,2.79,28.92690513,N/A,71.07309487,0.710730949,0.289269051,1,0,0,fast
31,E,Td,0,1,1,1,5.0 mm,L,1,one month,9.645,R4,13.94,5.605,8.335,1.31,13.58216693,N/A,86.41783307,0.864178331,0.135821669,1,0,0,fast
31,E,Td,0,1,1,1,5.0 mm,L,3,three months,9.645,R4,13.24,5.605,7.635,2.01,20.83981337,N/A,79.16018663,0.791601866,0.208398134,1,0,0,fast
31,E,Td,0,1,1,1,5.0 mm,L,6,six months,9.645,R4,13.59,5.605,7.985,1.66,17.21099015,N/A,82.78900985,0.827890099,0.172109902,1,0,0,fast
1,A,Kp,0,0,1,1,0.07 mm,S,1,one month,9.325,R5,13.645,5.605,8.04,1.285,13.78016086,N/A,86.21983914,0.862198391,0.137801609,1,0,0,fast
1,A,Kp,0,0,1,1,0.07 mm,S,3,three months,9.325,R5,13.055,5.605,7.45,1.875,20.10723861,N/A,79.89276139,0.798927614,0.201072386,1,0,0,fast
1,A,Kp,0,0,1,1,0.07 mm,S,6,six months,9.325,R5,12.675,5.605,7.07,2.255,24.18230563,N/A,75.81769437,0.758176944,0.241823056,1,0,0,fast
1,A,Kp,0,0,1,1,2.0 mm,M,1,one month,9.325,R5,13.605,5.605,8,1.325,14.20911528,N/A,85.79088472,0.857908847,0.142091153,1,0,0,fast
1,A,Kp,0,0,1,1,2.0 mm,M,3,three months,9.325,R5,12.875,5.605,7.27,2.055,22.03753351,N/A,77.96246649,0.779624665,0.220375335,1,0,0,fast
1,A,Kp,0,0,1,1,2.0 mm,M,6,six months,9.325,R5,11.715,5.605,6.11,3.215,34.4772118,N/A,65.5227882,0.655227882,0.344772118,1,0,0,fast
1,A,Kp,0,0,1,1,5.0 mm,L,1,one month,9.325,R5,13.93,5.605,8.325,1,10.724,N/A,89.276,0.89276,0.10724,1,0,0,fast
1,A,Kp,0,0,1,1,5.0 mm,L,3,three months,9.325,R5,12.185,5.605,6.58,2.745,29.43699732,N/A,70.56300268,0.705630027,0.294369973,1,0,0,fast
1,A,Kp,0,0,1,1,5.0 mm,L,6,six months,9.325,R5,12.265,5.605,6.66,2.665,28.57908847,N/A,71.42091153,0.714209115,0.285790885,1,0,0,fast
2,AB,"Kp, Qc",0,0,2,2,0.07 mm,S,1,one month,9.335,R5,13.555,5.605,7.95,1.385,14.83663631,8.252987966,85.16336369,0.851633637,0.148366363,1,0,0,fast
2,AB,"Kp, Qc",0.5,0,2,2,0.07 mm,S,3,three months,9.335,R5,13.465,5.605,7.86,1.475,15.80074987,13.76821043,84.19925013,0.841992501,0.158007499,0,0,1,mixture
2,AB,"Kp, Qc",0.5,0,2,2,0.07 mm,S,6,six months,9.335,R5,13.065,5.605,7.46,1.875,20.08569898,18.74534843,79.91430102,0.79914301,0.20085699,0,0,1,mixture
2,AB,"Kp, Qc",0.5,0,2,2,2.0 mm,M,1,one month,9.335,R5,13.475,5.605,7.87,1.465,15.69362614,12.63635882,84.30637386,0.843063739,0.156936261,0,0,1,mixture
2,AB,"Kp, Qc",0.5,0,2,2,2.0 mm,M,3,three months,9.335,R5,13.255,5.605,7.65,1.685,18.05034815,17.35227825,81.94965185,0.819496519,0.180503482,0,0,1,mixture
2,AB,"Kp, Qc",0.5,0,2,2,2.0 mm,M,6,six months,9.335,R5,12.975,5.605,7.37,1.965,21.04981253,27.42032691,78.95018747,0.789501875,0.210498125,0,0,1,mixture
2,AB,"Kp, Qc",0.5,0,2,2,5.0 mm,L,1,one month,9.335,R5,N/A,N/A,N/A,N/A,N/A,12.28343239,N/A,N/A,N/A,0,0,1,mixture
2,AB,"Kp, Qc",0.5,0,2,2,5.0 mm,L,3,three months,9.335,R5,13.655,5.605,8.05,1.285,13.76539904,20.83822074,86.23460096,0.86234601,0.13765399,0,0,1,mixture
2,AB,"Kp, Qc",0.5,0,2,2,5.0 mm,L,6,six months,9.335,R5,12.415,5.605,6.81,2.525,27.0487413,25.64710704,72.9512587,0.729512587,0.270487413,0,0,1,mixture
3,ABC,"Kp, Qc, Lf",0.33,0,3,3,0.07 mm,S,1,one month,9.415,R5,12.975,5.605,7.37,2.045,21.72065852,12.3552392,78.27934148,0.782793415,0.217206585,0,0,1,mixture
3,ABC,"Kp, Qc, Lf",0.33,0,3,3,0.07 mm,S,3,three months,9.415,R5,12.885,5.605,7.28,2.135,22.67657993,18.32843021,77.32342007,0.773234201,0.226765799,0,0,1,mixture
3,ABC,"Kp, Qc, Lf",0.33,0,3,3,0.07 mm,S,6,six months,9.415,R5,N/A,N/A,N/A,N/A,N/A,24.15818349,N/A,N/A,N/A,0,0,1,mixture
3,ABC,"Kp, Qc, Lf",0.33,0,3,3,2.0 mm,M,1,one month,9.415,R5,13.385,5.605,7.78,1.635,17.36590547,17.28681546,82.63409453,0.826340945,0.173659055,0,0,1,mixture
3,ABC,"Kp, Qc, Lf",0.33,0,3,3,2.0 mm,M,3,three months,9.415,R5,12.995,5.605,7.39,2.025,21.50823155,21.43542626,78.49176845,0.784917685,0.215082316,0,0,1,mixture
3,ABC,"Kp, Qc, Lf",0.33,0,3,3,2.0 mm,M,6,six months,9.415,R5,12.045,5.605,6.44,2.975,31.59851301,30.94616699,68.40148699,0.68401487,0.31598513,0,0,1,mixture
3,ABC,"Kp, Qc, Lf",0.33,0,3,3,5.0 mm,L,1,one month,9.415,R5,13.745,5.605,8.14,1.275,13.54221986,17.05153117,86.45778014,0.864577801,0.135422199,0,0,1,mixture
3,ABC,"Kp, Qc, Lf",0.33,0,3,3,5.0 mm,L,3,three months,9.415,R5,N/A,N/A,N/A,N/A,N/A,22.7547234,N/A,N/A,N/A,0,0,1,mixture
3,ABC,"Kp, Qc, Lf",0.33,0,3,3,5.0 mm,L,6,six months,9.415,R5,N/A,N/A,N/A,N/A,N/A,29.83578216,N/A,N/A,N/A,0,0,1,mixture
4,ABCD,"Kp, Qc, Lf, Pm",0.5,0.25,4,4,0.07 mm,S,1,one month,9.405,R5,13.715,5.605,8.11,1.295,13.76927166,12.10397647,86.23072834,0.862307283,0.137692717,0,0,1,mixture
4,ABCD,"Kp, Qc, Lf, Pm",0.5,0.25,4,4,0.07 mm,S,3,three months,9.405,R5,13.145,5.605,7.54,1.865,19.82987772,16.77214299,80.17012228,0.801701223,0.198298777,0,0,1,mixture
4,ABCD,"Kp, Qc, Lf, Pm",0.5,0.25,4,4,0.07 mm,S,6,six months,9.405,R5,13.575,5.605,7.97,1.435,15.25784157,22.16651282,84.74215843,0.847421584,0.152578416,0,0,1,mixture
4,ABCD,"Kp, Qc, Lf, Pm",0.5,0.25,4,4,2.0 mm,M,1,one month,9.405,R5,13.575,5.605,7.97,1.435,15.25784157,14.37716108,84.74215843,0.847421584,0.152578416,0,0,1,mixture
4,ABCD,"Kp, Qc, Lf, Pm",0.5,0.25,4,4,2.0 mm,M,3,three months,9.405,R5,N/A,N/A,N/A,N/A,N/A,17.05828029,N/A,N/A,N/A,0,0,1,mixture
4,ABCD,"Kp, Qc, Lf, Pm",0.5,0.25,4,4,2.0 mm,M,6,six months,9.405,R5,12.555,5.605,6.95,2.455,26.10313663,27.44577371,73.89686337,0.738968634,0.261031366,0,0,1,mixture
4,ABCD,"Kp, Qc, Lf, Pm",0.5,0.25,4,4,5.0 mm,L,1,one month,9.405,R5,13.455,5.605,7.85,1.555,16.53375864,14.49655586,83.46624136,0.834662414,0.165337586,0,0,1,mixture
4,ABCD,"Kp, Qc, Lf, Pm",0.5,0.25,4,4,5.0 mm,L,3,three months,9.405,R5,N/A,N/A,N/A,N/A,N/A,20.33392851,N/A,N/A,N/A,0,0,1,mixture
4,ABCD,"Kp, Qc, Lf, Pm",0.5,0.25,4,4,5.0 mm,L,6,six months,9.405,R5,12.265,5.605,6.66,2.745,29.18660287,26.37091946,70.81339713,0.708133971,0.291866029,0,0,1,mixture
5,ABCDE,"Kp, Qc, Lf, Pm, Td",0.4,0.4,5,5,0.07 mm,S,1,one month,9.455,R5,13.555,5.605,7.95,1.505,15.91750397,12.99059434,84.08249603,0.84082496,0.15917504,0,0,1,mixture
5,ABCDE,"Kp, Qc, Lf, Pm, Td",0.4,0.4,5,5,0.07 mm,S,3,three months,9.455,R5,13.325,5.605,7.72,1.735,18.35007932,17.32647541,81.64992068,0.816499207,0.183500793,0,0,1,mixture
5,ABCDE,"Kp, Qc, Lf, Pm, Td",0.4,0.4,5,5,0.07 mm,S,6,six months,9.455,R5,12.775,5.605,7.17,2.285,24.16710735,22.11890232,75.83289265,0.758328927,0.241671074,0,0,1,mixture
5,ABCDE,"Kp, Qc, Lf, Pm, Td",0.4,0.4,5,5,2.0 mm,M,1,one month,9.455,R5,13.605,5.605,8,1.455,15.38868324,15.68005961,84.61131676,0.846113168,0.153886832,0,0,1,mixture
5,ABCDE,"Kp, Qc, Lf, Pm, Td",0.4,0.4,5,5,2.0 mm,M,3,three months,9.455,R5,12.975,5.605,7.37,2.085,22.05182443,18.98617841,77.94817557,0.779481756,0.220518244,0,0,1,mixture
5,ABCDE,"Kp, Qc, Lf, Pm, Td",0.4,0.4,5,5,2.0 mm,M,6,six months,9.455,R5,12.885,5.605,7.28,2.175,23.00370175,27.65861897,76.99629825,0.769962983,0.230037018,0,0,1,mixture
5,ABCDE,"Kp, Qc, Lf, Pm, Td",0.4,0.4,5,5,5.0 mm,L,1,one month,9.455,R5,13.315,5.605,7.71,1.745,18.45584347,16.04514515,81.54415653,0.815441565,0.184558435,0,0,1,mixture
5,ABCDE,"Kp, Qc, Lf, Pm, Td",0.4,0.4,5,5,5.0 mm,L,3,three months,9.455,R5,12.975,5.605,7.37,2.085,22.05182443,20.54915421,77.94817557,0.779481756,0.220518244,0,0,1,mixture
5,ABCDE,"Kp, Qc, Lf, Pm, Td",0.4,0.4,5,5,5.0 mm,L,6,six months,9.455,R5,11.605,5.605,6,3.455,36.54151243,27.6804577,63.45848757,0.634584876,0.365415124,0,0,1,mixture
6,ABCE,"Kp, Qc, Lf, Td",0.33,0.25,4,4,0.07 mm,S,1,one month,9.455,R5,13.555,5.605,7.95,1.505,15.91750397,13.40069586,84.08249603,0.84082496,0.15917504,0,0,1,mixture
6,ABCE,"Kp, Qc, Lf, Td",0.33,0.25,4,4,0.07 mm,S,3,three months,9.455,R5,13.425,5.605,7.82,1.635,17.29243786,18.63227392,82.70756214,0.827075621,0.172924379,0,0,1,mixture
6,ABCE,"Kp, Qc, Lf, Td",0.33,0.25,4,4,0.07 mm,S,6,six months,9.455,R5,12.415,5.605,6.81,2.645,27.9746166,23.6007527,72.0253834,0.720253834,0.279746166,0,0,1,mixture
6,ABCE,"Kp, Qc, Lf, Td",0.33,0.25,4,4,2.0 mm,M,1,one month,9.485,R5,13.395,5.605,7.79,1.695,17.87032156,18.18802502,82.12967844,0.821296784,0.178703216,0,0,1,mixture
6,ABCE,"Kp, Qc, Lf, Td",0.33,0.25,4,4,2.0 mm,M,3,three months,9.485,R5,12.975,5.605,7.37,2.115,22.29836584,22.75101241,77.70163416,0.777016342,0.222983658,0,0,1,mixture
6,ABCE,"Kp, Qc, Lf, Td",0.33,0.25,4,4,2.0 mm,M,6,six months,9.485,R5,N/A,N/A,N/A,N/A,N/A,30.33712524,N/A,N/A,N/A,0,0,1,mixture
6,ABCE,"Kp, Qc, Lf, Td",0.33,0.25,4,4,5.0 mm,L,1,one month,9.485,R5,13.555,5.605,7.95,1.535,16.18344755,18.34852396,83.81655245,0.838165525,0.161834476,0,0,1,mixture
6,ABCE,"Kp, Qc, Lf, Td",0.33,0.25,4,4,5.0 mm,L,3,three months,9.485,R5,N/A,N/A,N/A,N/A,N/A,22.41855681,N/A,N/A,N/A,0,0,1,mixture
6,ABCE,"Kp, Qc, Lf, Td",0.33,0.25,4,4,5.0 mm,L,6,six months,9.485,R5,12.415,5.605,6.81,2.675,28.20242488,30.60648929,71.79757512,0.717975751,0.282024249,0,0,1,mixture
7,ABD,"Kp, Qc, Pm",0.67,0.33,3,3,0.07 mm,S,1,one month,9.305,R5,13.245,5.605,7.64,1.665,17.89360559,9.285388067,82.10639441,0.821063944,0.178936056,0,0,1,mixture
7,ABD,"Kp, Qc, Pm",0.67,0.33,3,3,0.07 mm,S,3,three months,9.305,R5,13.135,5.605,7.53,1.775,19.07576572,13.21323407,80.92423428,0.809242343,0.190757657,0,0,1,mixture
7,ABD,"Kp, Qc, Pm",0.67,0.33,3,3,0.07 mm,S,6,six months,9.305,R5,13.925,5.605,8.32,0.985,10.58570661,17.89406589,89.41429339,0.894142934,0.105857066,0,0,1,mixture
7,ABD,"Kp, Qc, Pm",0.67,0.33,3,3,2.0 mm,M,1,one month,9.305,R5,13.055,5.605,7.45,1.855,19.93551854,10.30697186,80.06448146,0.800644815,0.199355185,0,0,1,mixture
7,ABD,"Kp, Qc, Pm",0.67,0.33,3,3,2.0 mm,M,3,three months,9.305,R5,13.175,5.605,7.57,1.735,18.64588931,12.87713296,81.35411069,0.813541107,0.186458893,0,0,1,mixture
7,ABD,"Kp, Qc, Pm",0.67,0.33,3,3,2.0 mm,M,6,six months,9.305,R5,12.395,5.605,6.79,2.515,27.02847931,23.92841589,72.97152069,0.729715207,0.270284793,0,0,1,mixture
7,ABD,"Kp, Qc, Pm",0.67,0.33,3,3,5.0 mm,L,1,one month,9.305,R5,13.965,5.605,8.36,0.945,10.1558302,10.4661649,89.8441698,0.898441698,0.101558302,0,0,1,mixture
7,ABD,"Kp, Qc, Pm",0.67,0.33,3,3,5.0 mm,L,3,three months,9.305,R5,13.045,5.605,7.44,1.865,20.04298764,18.24932844,79.95701236,0.799570124,0.200429876,0,0,1,mixture
7,ABD,"Kp, Qc, Pm",0.67,0.33,3,3,5.0 mm,L,6,six months,9.305,R5,12.385,5.605,6.78,2.525,27.13594841,22.42351514,72.86405159,0.728640516,0.271359484,0,0,1,mixture
8,ABDE,"Kp,Qc, Pm, Td",0.5,0.5,4,4,0.07 mm,S,1,one month,9.405,R5,13.595,5.605,7.99,1.415,15.04518873,11.09830751,84.95481127,0.849548113,0.150451887,0,0,1,mixture
8,ABDE,"Kp,Qc, Pm, Td",0.5,0.5,4,4,0.07 mm,S,3,three months,9.405,R5,13.255,5.605,7.65,1.755,18.66028708,14.79587682,81.33971292,0.813397129,0.186602871,0,0,1,mixture
8,ABDE,"Kp,Qc, Pm, Td",0.5,0.5,4,4,0.07 mm,S,6,six months,9.405,R5,N/A,N/A,N/A,N/A,N/A,18.9026645,N/A,N/A,N/A,0,0,1,mixture
8,ABDE,"Kp,Qc, Pm, Td",0.5,0.5,4,4,2.0 mm,M,1,one month,9.405,R5,13.395,5.605,7.79,1.615,17.17171717,12.95314232,82.82828283,0.828282828,0.171717172,0,0,1,mixture
8,ABDE,"Kp,Qc, Pm, Td",0.5,0.5,4,4,2.0 mm,M,3,three months,9.405,R5,13.395,5.605,7.79,1.615,17.17171717,16.33229244,82.82828283,0.828282828,0.171717172,0,0,1,mixture
8,ABDE,"Kp,Qc, Pm, Td",0.5,0.5,4,4,2.0 mm,M,6,six months,9.405,R5,12.305,5.605,6.7,2.705,28.76129718,25.07381192,71.23870282,0.712387028,0.287612972,0,0,1,mixture
8,ABDE,"Kp,Qc, Pm, Td",0.5,0.5,4,4,5.0 mm,L,1,one month,9.405,R5,13.765,5.605,8.16,1.245,13.23763955,13.40949925,86.76236045,0.867623605,0.132376396,0,0,1,mixture
8,ABDE,"Kp,Qc, Pm, Td",0.5,0.5,4,4,5.0 mm,L,3,three months,9.405,R5,13.245,5.605,7.64,1.765,18.7666135,19.03951058,81.2333865,0.812333865,0.187666135,0,0,1,mixture
8,ABDE,"Kp,Qc, Pm, Td",0.5,0.5,4,4,5.0 mm,L,6,six months,9.405,R5,12.655,5.605,7.05,2.355,25.03987241,25.04728903,74.96012759,0.749601276,0.250398724,0,0,1,mixture
9,ABE,"Kp, Qc, Td",0.33,0.33,3,3,0.07 mm,S,1,one month,9.425,R5,12.335,5.605,6.73,2.695,28.59416446,11.01434726,71.40583554,0.714058355,0.285941645,0,0,1,mixture
9,ABE,"Kp, Qc, Td",0.33,0.33,3,3,0.07 mm,S,3,three months,9.425,R5,12.855,5.605,7.25,2.175,23.07692308,15.69340865,76.92307692,0.769230769,0.230769231,0,0,1,mixture
9,ABE,"Kp, Qc, Td",0.33,0.33,3,3,0.07 mm,S,6,six months,9.425,R5,12.195,5.605,6.59,2.835,30.0795756,19.80638573,69.9204244,0.699204244,0.300795756,0,0,1,mixture
9,ABE,"Kp, Qc, Td",0.33,0.33,3,3,2.0 mm,M,1,one month,9.425,R5,13.065,5.605,7.46,1.965,20.84880637,15.38812378,79.15119363,0.791511936,0.208488064,0,0,1,mixture
9,ABE,"Kp, Qc, Td",0.33,0.33,3,3,2.0 mm,M,3,three months,9.425,R5,12.735,5.605,7.13,2.295,24.35013263,20.46744245,75.64986737,0.756498674,0.243501326,0,0,1,mixture
9,ABE,"Kp, Qc, Td",0.33,0.33,3,3,2.0 mm,M,6,six months,9.425,R5,N/A,N/A,N/A,N/A,N/A,27.78355127,N/A,N/A,N/A,0,0,1,mixture
9,ABE,"Kp, Qc, Td",0.33,0.33,3,3,5.0 mm,L,1,one month,9.425,R5,13.175,5.605,7.57,1.855,19.68169761,15.60212237,80.31830239,0.803183024,0.196816976,0,0,1,mixture
9,ABE,"Kp, Qc, Td",0.33,0.33,3,3,5.0 mm,L,3,three months,9.425,R5,13.125,5.605,7.52,1.905,20.21220159,21.02883283,79.78779841,0.797877984,0.202122016,0,0,1,mixture
9,ABE,"Kp, Qc, Td",0.33,0.33,3,3,5.0 mm,L,6,six months,9.425,R5,12.525,5.605,6.92,2.505,26.57824934,28.07094158,73.42175066,0.734217507,0.265782493,0,0,1,mixture
10,AC,"Kp, Lf",0,0,2,2,0.07 mm,S,1,one month,9.485,R5,13.765,5.605,8.16,1.325,13.96942541,17.16995126,86.03057459,0.860305746,0.139694254,1,0,0,fast
10,AC,"Kp, Lf",0,0,2,2,0.07 mm,S,3,three months,9.485,R5,N/A,N/A,N/A,N/A,N/A,23.77805418,N/A,N/A,N/A,1,0,0,fast
10,AC,"Kp, Lf",0,0,2,2,0.07 mm,S,6,six months,9.485,R5,11.005,5.605,5.4,4.085,43.06800211,29.58307962,56.93199789,0.569319979,0.430680021,1,0,0,fast
10,AC,"Kp, Lf",0,0,2,2,2.0 mm,M,1,one month,9.485,R5,12.955,5.605,7.35,2.135,22.50922509,20.39842201,77.49077491,0.774907749,0.225092251,1,0,0,fast
10,AC,"Kp, Lf",0,0,2,2,2.0 mm,M,3,three months,9.485,R5,12.765,5.605,7.16,2.325,24.51238798,25.8196279,75.48761202,0.75487612,0.24512388,1,0,0,fast
10,AC,"Kp, Lf",0,0,2,2,2.0 mm,M,6,six months,9.485,R5,12.045,5.605,6.44,3.045,32.10332103,36.23752948,67.89667897,0.67896679,0.32103321,1,0,0,fast
10,AC,"Kp, Lf",0,0,2,2,5.0 mm,L,1,one month,9.485,R5,13.035,5.605,7.43,2.055,21.66578809,18.65586437,78.33421191,0.783342119,0.216657881,1,0,0,fast
10,AC,"Kp, Lf",0,0,2,2,5.0 mm,L,3,three months,9.485,R5,13.215,5.605,7.61,1.875,19.76805482,28.01236303,80.23194518,0.802319452,0.197680548,1,0,0,fast
10,AC,"Kp, Lf",0,0,2,2,5.0 mm,L,6,six months,9.485,R5,11.835,5.605,6.23,3.255,34.31734317,33.39611044,65.68265683,0.656826568,0.343173432,1,0,0,fast
11,ACD,"Kp, Lf, Pm",0.33,0.33,3,3,0.07 mm,S,1,one month,9.395,R5,13.535,5.605,7.93,1.465,15.59340075,15.23003026,84.40659925,0.844065993,0.155934008,0,0,1,mixture
11,ACD,"Kp, Lf, Pm",0.33,0.33,3,3,0.07 mm,S,3,three months,9.395,R5,12.785,5.605,7.18,2.215,23.57637041,19.88646323,76.42362959,0.764236296,0.235763704,0,0,1,mixture
11,ACD,"Kp, Lf, Pm",0.33,0.33,3,3,0.07 mm,S,6,six months,9.395,R5,12.385,5.605,6.78,2.615,27.83395423,25.11922002,72.16604577,0.721660458,0.278339542,0,0,1,mixture
11,ACD,"Kp, Lf, Pm",0.33,0.33,3,3,2.0 mm,M,1,one month,9.395,R5,14.195,5.605,8.59,0.805,8.56838744,15.48168066,91.43161256,0.914316126,0.085683874,0,0,1,mixture
11,ACD,"Kp, Lf, Pm",0.33,0.33,3,3,2.0 mm,M,3,three months,9.395,R5,13.235,5.605,7.63,1.765,18.78658861,18.52203273,81.21341139,0.812134114,0.187865886,0,0,1,mixture
11,ACD,"Kp, Lf, Pm",0.33,0.33,3,3,2.0 mm,M,6,six months,9.395,R5,12.275,5.605,6.67,2.725,29.00478978,29.80655094,70.99521022,0.709952102,0.290047898,0,0,1,mixture
11,ACD,"Kp, Lf, Pm",0.33,0.33,3,3,5.0 mm,L,1,one month,9.395,R5,13.445,5.605,7.84,1.555,16.5513571,14.71445288,83.4486429,0.834486429,0.165513571,0,0,1,mixture
11,ACD,"Kp, Lf, Pm",0.33,0.33,3,3,5.0 mm,L,3,three months,9.395,R5,12.875,5.605,7.27,2.125,22.61841405,23.03208997,77.38158595,0.77381586,0.226184141,0,0,1,mixture
11,ACD,"Kp, Lf, Pm",0.33,0.33,3,3,5.0 mm,L,6,six months,9.395,R5,12.485,5.605,6.88,2.515,26.76955828,27.58951741,73.23044172,0.732304417,0.267695583,0,0,1,mixture
12,ACDE,"Kp, Lf, Pm, Td",0.25,0.5,4,4,0.07 mm,S,1,one month,9.475,R5,13.685,5.605,8.08,1.395,14.72295515,15.55678916,85.27704485,0.852770449,0.147229552,0,0,1,mixture
12,ACDE,"Kp, Lf, Pm, Td",0.25,0.5,4,4,0.07 mm,S,3,three months,9.475,R5,13.335,5.605,7.73,1.745,18.41688654,19.80079869,81.58311346,0.815831135,0.184168865,0,0,1,mixture
12,ACDE,"Kp, Lf, Pm, Td",0.25,0.5,4,4,0.07 mm,S,6,six months,9.475,R5,12.155,5.605,6.55,2.925,30.8707124,24.3215301,69.1292876,0.691292876,0.308707124,0,0,1,mixture
12,ACDE,"Kp, Lf, Pm, Td",0.25,0.5,4,4,2.0 mm,M,1,one month,9.475,R5,N/A,N/A,N/A,N/A,N/A,16.83417392,N/A,N/A,N/A,0,0,1,mixture
12,ACDE,"Kp, Lf, Pm, Td",0.25,0.5,4,4,2.0 mm,M,3,three months,9.475,R5,12.905,5.605,7.3,2.175,22.95514512,20.56596726,77.04485488,0.770448549,0.229551451,0,0,1,mixture
12,ACDE,"Kp, Lf, Pm, Td",0.25,0.5,4,4,2.0 mm,M,6,six months,9.475,R5,12.315,5.605,6.71,2.765,29.18205805,29.48241321,70.81794195,0.70817942,0.291820581,0,0,1,mixture
12,ACDE,"Kp, Lf, Pm, Td",0.25,0.5,4,4,5.0 mm,L,1,one month,9.475,R5,13.365,5.605,7.76,1.715,18.10026385,16.59571524,81.89973615,0.818997362,0.181002639,0,0,1,mixture
12,ACDE,"Kp, Lf, Pm, Td",0.25,0.5,4,4,5.0 mm,L,3,three months,9.475,R5,13.025,5.605,7.42,2.055,21.68865435,22.62658173,78.31134565,0.783113457,0.216886544,0,0,1,mixture
12,ACDE,"Kp, Lf, Pm, Td",0.25,0.5,4,4,5.0 mm,L,6,six months,9.475,R5,11.935,5.605,6.33,3.145,33.19261214,28.92179073,66.80738786,0.668073879,0.331926121,0,0,1,mixture
