id,code,species,prop_slow_decomp,prop_gymn,No_species,species_richness,mesh_size,size_mesh,Time,Time_month,initial weight,plot,f_weight_with_envelope,Envelope_weight,f_weight,mass_loss_g,percent_ml,percent_eml,remaining_mass,perc_mass,mass_loss_prop,fast_species,slow_species,mixture,litter_type
1,A,Kp,0,0,1,1,0.07 mm,S,1,one month,9.325,R1,13.71,5.605,8.105,1.22,13.08310992,N/A,86.91689008,0.869168901,0.130831099,1,0,0,fast
1,A,Kp,0,0,1,1,0.07 mm,S,3,three months,9.325,R1,13.71,5.605,8.105,1.22,13.08310992,N/A,86.91689008,0.869168901,0.130831099,1,0,0,fast
1,A,Kp,0,0,1,1,0.07 mm,S,6,six months,9.325,R1,13.19,5.605,7.585,1.74,18.65951743,N/A,81.34048257,0.813404826,0.186595174,1,0,0,fast
1,A,Kp,0,0,1,1,2.0 mm,M,1,one month,9.325,R1,13.66,5.605,8.055,1.27,13.61930295,N/A,86.38069705,0.863806971,0.13619303,1,0,0,fast
1,A,Kp,0,0,1,1,2.0 mm,M,3,three months,9.325,R1,13.09,5.605,7.485,1.84,19.73190349,N/A,80.26809651,0.802680965,0.197319035,1,0,0,fast
1,A,Kp,0,0,1,1,2.0 mm,M,6,six months,9.325,R1,12.3,5.605,6.695,2.63,28.20375335,N/A,71.79624665,0.717962467,0.282037534,1,0,0,fast
1,A,Kp,0,0,1,1,5.0 mm,L,1,one month,9.325,R1,13.85,5.605,8.245,1.08,11.58176944,N/A,88.41823056,0.884182306,0.115817694,1,0,0,fast
1,A,Kp,0,0,1,1,5.0 mm,L,3,three months,9.325,R1,13.42,5.605,7.815,1.51,16.19302949,N/A,83.80697051,0.838069705,0.161930295,1,0,0,fast
1,A,Kp,0,0,1,1,5.0 mm,L,6,six months,9.325,R1,12.24,5.605,6.635,2.69,28.84718499,N/A,71.15281501,0.71152815,0.28847185,1,0,0,fast
2,AB,"Kp, Qc",0,0,2,2,0.07 mm,S,1,one month,9.335,R1,14.31,5.605,8.705,0.63,6.748794858,9.267370032,93.25120514,0.932512051,0.067487949,1,0,0,fast
2,AB,"Kp, Qc",0.5,0,2,2,0.07 mm,S,3,three months,9.335,R1,13.76,5.605,8.155,1.18,12.64059989,10.65700125,87.35940011,0.873594001,0.126405999,0,0,1,mixture
2,AB,"Kp, Qc",0.5,0,2,2,0.07 mm,S,6,six months,9.335,R1,13.7,5.605,8.095,1.24,13.28334226,13.65899442,86.71665774,0.867166577,0.132833423,0,0,1,mixture
2,AB,"Kp, Qc",0.5,0,2,2,2.0 mm,M,1,one month,9.335,R1,14.3,5.605,8.695,0.64,6.855918586,9.535466547,93.14408141,0.931440814,0.068559186,0,0,1,mixture
2,AB,"Kp, Qc",0.5,0,2,2,2.0 mm,M,3,three months,9.335,R1,13.42,5.605,7.815,1.52,16.28280664,13.76760861,83.71719336,0.837171934,0.162828066,0,0,1,mixture
2,AB,"Kp, Qc",0.5,0,2,2,2.0 mm,M,6,six months,9.335,R1,13.07,5.605,7.465,1.87,20.03213712,21.85174306,79.96786288,0.799678629,0.200321371,0,0,1,mixture
2,AB,"Kp, Qc",0.5,0,2,2,5.0 mm,L,1,one month,9.335,R1,14.39,5.605,8.785,0.55,5.891805035,9.639094234,94.10819497,0.94108195,0.05891805,0,0,1,mixture
2,AB,"Kp, Qc",0.5,0,2,2,5.0 mm,L,3,three months,9.335,R1,13.65,5.605,8.045,1.29,13.8189609,12.21196103,86.1810391,0.861810391,0.138189609,0,0,1,mixture
2,AB,"Kp, Qc",0.5,0,2,2,5.0 mm,L,6,six months,9.335,R1,12.64,5.605,7.035,2.3,24.63845742,20.35624883,75.36154258,0.753615426,0.246384574,0,0,1,mixture
3,ABC,"Kp, Qc, Lf",0.33,0,3,3,0.07 mm,S,1,one month,9.415,R1,13.99,5.605,8.385,1.03,10.93998938,10.34042824,89.06001062,0.890600106,0.109399894,0,0,1,mixture
3,ABC,"Kp, Qc, Lf",0.33,0,3,3,0.07 mm,S,3,three months,9.415,R1,13.5,5.605,7.895,1.52,16.14445035,13.70674859,83.85554965,0.838555497,0.161444504,0,0,1,mixture
3,ABC,"Kp, Qc, Lf",0.33,0,3,3,0.07 mm,S,6,six months,9.415,R1,N/A,N/A,N/A,N/A,N/A,16.64098013,N/A,N/A,N/A,0,0,1,mixture
3,ABC,"Kp, Qc, Lf",0.33,0,3,3,2.0 mm,M,1,one month,9.415,R1,13.65,5.605,8.045,1.37,14.55124801,11.09325326,85.44875199,0.85448752,0.14551248,0,0,1,mixture
3,ABC,"Kp, Qc, Lf",0.33,0,3,3,2.0 mm,M,3,three months,9.415,R1,13.29,5.605,7.685,1.73,18.37493362,15.49343983,81.62506638,0.816250664,0.183749336,0,0,1,mixture
3,ABC,"Kp, Qc, Lf",0.33,0,3,3,2.0 mm,M,6,six months,9.415,R1,12.21,5.605,6.605,2.81,29.84599044,22.74866832,70.15400956,0.701540096,0.298459904,0,0,1,mixture
3,ABC,"Kp, Qc, Lf",0.33,0,3,3,5.0 mm,L,1,one month,9.415,R1,N/A,N/A,N/A,N/A,N/A,10.44472088,N/A,N/A,N/A,0,0,1,mixture
3,ABC,"Kp, Qc, Lf",0.33,0,3,3,5.0 mm,L,3,three months,9.415,R1,N/A,N/A,N/A,N/A,N/A,15.3892442,N/A,N/A,N/A,0,0,1,mixture
3,ABC,"Kp, Qc, Lf",0.33,0,3,3,5.0 mm,L,6,six months,9.415,R1,N/A,N/A,N/A,N/A,N/A,23.18690719,N/A,N/A,N/A,0,0,1,mixture
4,ABCD,"Kp, Qc, Lf, Pm",0.5,0.25,4,4,0.07 mm,S,1,one month,9.405,R1,15.06,5.605,9.455,-0.05,-0.531632111,8.293244798,100.5316321,1.005316321,-0.005316321,0,0,1,mixture
4,ABCD,"Kp, Qc, Lf, Pm",0.5,0.25,4,4,0.07 mm,S,3,three months,9.405,R1,13.75,5.605,8.145,1.26,13.39712919,12.40485972,86.60287081,0.866028708,0.133971292,0,0,1,mixture
4,ABCD,"Kp, Qc, Lf, Pm",0.5,0.25,4,4,0.07 mm,S,6,six months,9.405,R1,13.35,5.605,7.745,1.66,17.65018607,13.47589379,82.34981393,0.823498139,0.176501861,0,0,1,mixture
4,ABCD,"Kp, Qc, Lf, Pm",0.5,0.25,4,4,2.0 mm,M,1,one month,9.405,R1,14.32,5.605,8.715,0.69,7.336523126,8.394939949,92.66347687,0.926634769,0.073365231,0,0,1,mixture
4,ABCD,"Kp, Qc, Lf, Pm",0.5,0.25,4,4,2.0 mm,M,3,three months,9.405,R1,N/A,N/A,N/A,N/A,N/A,14.12142468,N/A,N/A,N/A,0,0,1,mixture
4,ABCD,"Kp, Qc, Lf, Pm",0.5,0.25,4,4,2.0 mm,M,6,six months,9.405,R1,13.22,5.605,7.615,1.79,19.03242956,19.83180786,80.96757044,0.809675704,0.190324296,0,0,1,mixture
4,ABCD,"Kp, Qc, Lf, Pm",0.5,0.25,4,4,5.0 mm,L,1,one month,9.405,R1,14.63,5.605,9.025,0.38,4.04040404,9.178349696,95.95959596,0.95959596,0.04040404,0,0,1,mixture
4,ABCD,"Kp, Qc, Lf, Pm",0.5,0.25,4,4,5.0 mm,L,3,three months,9.405,R1,13.44,5.605,7.835,1.57,16.69324827,13.55914671,83.30675173,0.833067517,0.166932483,0,0,1,mixture
4,ABCD,"Kp, Qc, Lf, Pm",0.5,0.25,4,4,5.0 mm,L,6,six months,9.405,R1,13.2,5.605,7.595,1.81,19.2450824,19.83773284,80.7549176,0.807549176,0.192450824,0,0,1,mixture
5,ABCDE,"Kp, Qc, Lf, Pm, Td",0.4,0.4,5,5,0.07 mm,S,1,one month,9.455,R1,14.6,5.605,8.995,0.46,4.865150714,8.791153641,95.13484929,0.951348493,0.048651507,0,0,1,mixture
5,ABCDE,"Kp, Qc, Lf, Pm, Td",0.4,0.4,5,5,0.07 mm,S,3,three months,9.455,R1,13.63,5.605,8.025,1.43,15.12427287,12.86841862,84.87572713,0.848757271,0.151242729,0,0,1,mixture
5,ABCDE,"Kp, Qc, Lf, Pm, Td",0.4,0.4,5,5,0.07 mm,S,6,six months,9.455,R1,13.78,5.605,8.175,1.28,13.53781068,16.25505407,86.46218932,0.864621893,0.135378107,0,0,1,mixture
5,ABCDE,"Kp, Qc, Lf, Pm, Td",0.4,0.4,5,5,2.0 mm,M,1,one month,9.455,R1,14.42,5.605,8.815,0.64,6.768905341,9.895951959,93.23109466,0.932310947,0.067689053,0,0,1,mixture
5,ABCDE,"Kp, Qc, Lf, Pm, Td",0.4,0.4,5,5,2.0 mm,M,3,three months,9.455,R1,N/A,5.605,N/A,N/A,N/A,14.86375457,N/A,N/A,N/A,0,0,1,mixture
5,ABCDE,"Kp, Qc, Lf, Pm, Td",0.4,0.4,5,5,2.0 mm,M,6,six months,9.455,R1,12.91,5.605,7.305,2.15,22.73929138,21.8996609,77.26070862,0.772607086,0.227392914,0,0,1,mixture
5,ABCDE,"Kp, Qc, Lf, Pm, Td",0.4,0.4,5,5,5.0 mm,L,1,one month,9.455,R1,14.1,5.605,8.495,0.96,10.15335801,10.43236353,89.84664199,0.89846642,0.10153358,0,0,1,mixture
5,ABCDE,"Kp, Qc, Lf, Pm, Td",0.4,0.4,5,5,5.0 mm,L,3,three months,9.455,R1,13.57,5.605,7.965,1.49,15.75885775,15.88619761,84.24114225,0.842411423,0.157588578,0,0,1,mixture
5,ABCDE,"Kp, Qc, Lf, Pm, Td",0.4,0.4,5,5,5.0 mm,L,6,six months,9.455,R1,N/A,5.605,N/A,N/A,N/A,22.19470675,N/A,N/A,N/A,0,0,1,mixture
6,ABCE,"Kp, Qc, Lf, Td",0.33,0.25,4,4,0.07 mm,S,1,one month,9.455,R1,N/A,5.605,N/A,N/A,N/A,10.45101844,N/A,N/A,N/A,0,0,1,mixture
6,ABCE,"Kp, Qc, Lf, Td",0.33,0.25,4,4,0.07 mm,S,3,three months,9.455,R1,13.61,5.605,8.005,1.45,15.33580116,13.960725,84.66419884,0.846641988,0.153358012,0,0,1,mixture
6,ABCE,"Kp, Qc, Lf, Td",0.33,0.25,4,4,0.07 mm,S,6,six months,9.455,R1,13.16,5.605,7.555,1.9,20.09518773,19.32365889,79.90481227,0.799048123,0.200951877,0,0,1,mixture
6,ABCE,"Kp, Qc, Lf, Td",0.33,0.25,4,4,2.0 mm,M,1,one month,9.485,R1,14.31,5.605,8.705,0.78,8.223510807,12.29493995,91.77648919,0.917764892,0.082235108,0,0,1,mixture
6,ABCE,"Kp, Qc, Lf, Td",0.33,0.25,4,4,2.0 mm,M,3,three months,9.485,R1,13.48,5.605,7.875,1.61,16.97416974,16.0783484,83.02583026,0.830258303,0.169741697,0,0,1,mixture
6,ABCE,"Kp, Qc, Lf, Td",0.33,0.25,4,4,2.0 mm,M,6,six months,9.485,R1,13.07,5.605,7.465,2.02,21.2967844,24.60426951,78.7032156,0.787032156,0.212967844,0,0,1,mixture
6,ABCE,"Kp, Qc, Lf, Td",0.33,0.25,4,4,5.0 mm,L,1,one month,9.485,R1,13.78,5.605,8.175,1.31,13.81128097,11.69564538,86.18871903,0.86188719,0.13811281,0,0,1,mixture
6,ABCE,"Kp, Qc, Lf, Td",0.33,0.25,4,4,5.0 mm,L,3,three months,9.485,R1,13.36,5.605,7.755,1.73,18.23932525,17.84053346,81.76067475,0.817606748,0.182393253,0,0,1,mixture
6,ABCE,"Kp, Qc, Lf, Td",0.33,0.25,4,4,5.0 mm,L,6,six months,9.485,R1,12.92,5.605,7.315,2.17,22.87822878,25.29583099,77.12177122,0.771217712,0.228782288,0,0,1,mixture
7,ABD,"Kp, Qc, Pm",0.67,0.33,3,3,0.07 mm,S,1,one month,9.305,R1,13.81,5.605,8.205,1.1,11.82160129,6.895478174,88.17839871,0.881783987,0.118216013,0,0,1,mixture
7,ABD,"Kp, Qc, Pm",0.67,0.33,3,3,0.07 mm,S,3,three months,9.305,R1,13.43,5.605,7.825,1.48,15.90542719,9.937731869,84.09457281,0.840945728,0.159054272,0,0,1,mixture
7,ABD,"Kp, Qc, Pm",0.67,0.33,3,3,0.07 mm,S,6,six months,9.305,R1,12.89,5.605,7.285,2.02,21.70875873,10.43287453,78.29124127,0.782912413,0.217087587,0,0,1,mixture
7,ABD,"Kp, Qc, Pm",0.67,0.33,3,3,2.0 mm,M,1,one month,9.305,R1,14.18,5.605,8.575,0.73,7.845244492,6.456977698,92.15475551,0.921547555,0.078452445,0,0,1,mixture
7,ABD,"Kp, Qc, Pm",0.67,0.33,3,3,2.0 mm,M,3,three months,9.305,R1,13.41,5.605,7.805,1.5,16.12036539,12.51353216,83.87963461,0.838796346,0.161203654,0,0,1,mixture
7,ABD,"Kp, Qc, Pm",0.67,0.33,3,3,2.0 mm,M,6,six months,9.305,R1,12.61,5.605,7.005,2.3,24.71789361,18.26157086,75.28210639,0.752821064,0.247178936,0,0,1,mixture
7,ABD,"Kp, Qc, Pm",0.67,0.33,3,3,5.0 mm,L,1,one month,9.305,R1,14.29,5.605,8.685,0.62,6.663084363,8.219141538,93.33691564,0.933369156,0.066630844,0,0,1,mixture
7,ABD,"Kp, Qc, Pm",0.67,0.33,3,3,5.0 mm,L,3,three months,9.305,R1,13.6,5.605,7.995,1.31,14.07845244,10.83092543,85.92154756,0.859215476,0.140784524,0,0,1,mixture
7,ABD,"Kp, Qc, Pm",0.67,0.33,3,3,5.0 mm,L,6,six months,9.305,R1,13.61,5.605,8.005,1.3,13.97098334,16.83423582,86.02901666,0.860290167,0.139709833,0,0,1,mixture
8,ABDE,"Kp,Qc, Pm, Td",0.5,0.5,4,4,0.07 mm,S,1,one month,9.405,R1,14.45,5.605,8.845,0.56,5.954279638,7.867305883,94.04572036,0.940457204,0.059542796,0,0,1,mixture
8,ABDE,"Kp,Qc, Pm, Td",0.5,0.5,4,4,0.07 mm,S,3,three months,9.405,R1,13.77,5.605,8.165,1.24,13.18447634,11.13396246,86.81552366,0.868155237,0.131844763,0,0,1,mixture
8,ABDE,"Kp,Qc, Pm, Td",0.5,0.5,4,4,0.07 mm,S,6,six months,9.405,R1,13.46,5.605,7.855,1.55,16.48059543,14.66757969,83.51940457,0.835194046,0.164805954,0,0,1,mixture
8,ABDE,"Kp,Qc, Pm, Td",0.5,0.5,4,4,2.0 mm,M,1,one month,9.405,R1,14.31,5.605,8.705,0.7,7.442849548,8.817733274,92.55715045,0.925571505,0.074428495,0,0,1,mixture
8,ABDE,"Kp,Qc, Pm, Td",0.5,0.5,4,4,2.0 mm,M,3,three months,9.405,R1,N/A,N/A,N/A,N/A,N/A,13.84341765,N/A,N/A,N/A,0,0,1,mixture
8,ABDE,"Kp,Qc, Pm, Td",0.5,0.5,4,4,2.0 mm,M,6,six months,9.405,R1,N/A,N/A,N/A,N/A,N/A,21.23894642,N/A,N/A,N/A,0,0,1,mixture
8,ABDE,"Kp,Qc, Pm, Td",0.5,0.5,4,4,5.0 mm,L,1,one month,9.405,R1,N/A,N/A,N/A,N/A,N/A,10.02646087,N/A,N/A,N/A,0,0,1,mixture
8,ABDE,"Kp,Qc, Pm, Td",0.5,0.5,4,4,5.0 mm,L,3,three months,9.405,R1,13.38,5.605,7.775,1.63,17.3312068,14.42179438,82.6687932,0.826687932,0.173312068,0,0,1,mixture
8,ABDE,"Kp,Qc, Pm, Td",0.5,0.5,4,4,5.0 mm,L,6,six months,9.405,R1,13.14,5.605,7.535,1.87,19.88304094,20.53132746,80.11695906,0.801169591,0.198830409,0,0,1,mixture
9,ABE,"Kp, Qc, Td",0.33,0.33,3,3,0.07 mm,S,1,one month,9.425,R1,14.19,5.605,8.585,0.84,8.912466844,9.772509691,91.08753316,0.910875332,0.089124668,0,0,1,mixture
9,ABE,"Kp, Qc, Td",0.33,0.33,3,3,0.07 mm,S,3,three months,9.425,R1,13.55,5.605,7.945,1.48,15.70291777,12.0122189,84.29708223,0.842970822,0.157029178,0,0,1,mixture
9,ABE,"Kp, Qc, Td",0.33,0.33,3,3,0.07 mm,S,6,six months,9.425,R1,12.83,5.605,7.225,2.2,23.34217507,18.22989467,76.65782493,0.766578249,0.233421751,0,0,1,mixture
9,ABE,"Kp, Qc, Td",0.33,0.33,3,3,2.0 mm,M,1,one month,9.425,R1,13.29,5.605,7.685,1.74,18.46153846,11.6569777,81.53846154,0.815384615,0.184615385,0,0,1,mixture
9,ABE,"Kp, Qc, Td",0.33,0.33,3,3,2.0 mm,M,3,three months,9.425,R1,13.22,5.605,7.615,1.81,19.20424403,15.12276379,80.79575597,0.80795756,0.19204244,0,0,1,mixture
9,ABE,"Kp, Qc, Td",0.33,0.33,3,3,2.0 mm,M,6,six months,9.425,R1,N/A,N/A,N/A,N/A,N/A,24.62485307,N/A,N/A,N/A,0,0,1,mixture
9,ABE,"Kp, Qc, Td",0.33,0.33,3,3,5.0 mm,L,1,one month,9.425,R1,14.13,5.605,8.525,0.9,9.549071618,11.57553578,90.45092838,0.904509284,0.095490716,0,0,1,mixture
9,ABE,"Kp, Qc, Td",0.33,0.33,3,3,5.0 mm,L,3,three months,9.425,R1,13.64,5.605,8.035,1.39,14.74801061,16.5394411,85.25198939,0.852519894,0.147480106,0,0,1,mixture
9,ABE,"Kp, Qc, Td",0.33,0.33,3,3,5.0 mm,L,6,six months,9.425,R1,13.07,5.605,7.465,1.96,20.79575597,24.11170001,79.20424403,0.79204244,0.20795756,0,0,1,mixture
10,AC,"Kp, Lf",0,0,2,2,0.07 mm,S,1,one month,9.485,R1,13.91,5.605,8.305,1.18,12.44069584,12.7848273,87.55930416,0.875593042,0.124406958,1,0,0,fast
10,AC,"Kp, Lf",0,0,2,2,0.07 mm,S,3,three months,9.485,R1,13.61,5.605,8.005,1.48,15.60358461,16.4446766,84.39641539,0.843964154,0.156035846,1,0,0,fast
10,AC,"Kp, Lf",0,0,2,2,0.07 mm,S,6,six months,9.485,R1,13.57,5.605,7.965,1.52,16.02530311,20.6322345,83.97469689,0.839746969,0.160253031,1,0,0,fast
10,AC,"Kp, Lf",0,0,2,2,2.0 mm,M,1,one month,9.485,R1,13.99,5.605,8.385,1.1,11.59725883,13.91406483,88.40274117,0.884027412,0.115972588,1,0,0,fast
10,AC,"Kp, Lf",0,0,2,2,2.0 mm,M,3,three months,9.485,R1,13.32,5.605,7.715,1.77,18.66104375,19.33850288,81.33895625,0.813389563,0.186610438,1,0,0,fast
10,AC,"Kp, Lf",0,0,2,2,2.0 mm,M,6,six months,9.485,R1,12.76,5.605,7.155,2.33,24.56510279,26.3731361,75.43489721,0.754348972,0.245651028,1,0,0,fast
10,AC,"Kp, Lf",0,0,2,2,5.0 mm,L,1,one month,9.485,R1,13.51,5.605,7.905,1.58,16.65788086,11.81887181,83.34211914,0.833421191,0.166578809,1,0,0,fast
10,AC,"Kp, Lf",0,0,2,2,5.0 mm,L,3,three months,9.485,R1,13.23,5.605,7.625,1.86,19.60991038,18.96842002,80.39008962,0.803900896,0.196099104,1,0,0,fast
10,AC,"Kp, Lf",0,0,2,2,5.0 mm,L,6,six months,9.485,R1,12.46,5.605,6.855,2.63,27.72799157,28.84770445,72.27200843,0.722720084,0.277279916,1,0,0,fast
11,ACD,"Kp, Lf, Pm",0.33,0.33,3,3,0.07 mm,S,1,one month,9.395,R1,N/A,N/A,N/A,N/A,N/A,9.240449683,N/A,N/A,N/A,0,0,1,mixture
11,ACD,"Kp, Lf, Pm",0.33,0.33,3,3,0.07 mm,S,3,three months,9.395,R1,11.82,5.605,6.215,3.18,33.84779138,13.7961821,66.15220862,0.661522086,0.338477914,0,0,1,mixture
11,ACD,"Kp, Lf, Pm",0.33,0.33,3,3,0.07 mm,S,6,six months,9.395,R1,11.32,5.605,5.715,3.68,39.16977115,15.08170125,60.83022885,0.608302289,0.391697712,0,0,1,mixture
11,ACD,"Kp, Lf, Pm",0.33,0.33,3,3,2.0 mm,M,1,one month,9.395,R1,14.13,5.605,8.525,0.87,9.260244811,9.376043217,90.73975519,0.907397552,0.092602448,0,0,1,mixture
11,ACD,"Kp, Lf, Pm",0.33,0.33,3,3,2.0 mm,M,3,three months,9.395,R1,12.95,5.605,7.345,2.05,21.82011708,16.22746166,78.17988292,0.781798829,0.218201171,0,0,1,mixture
11,ACD,"Kp, Lf, Pm",0.33,0.33,3,3,2.0 mm,M,6,six months,9.395,R1,12.4,5.605,6.795,2.6,27.67429484,21.27583289,72.32570516,0.723257052,0.276742948,0,0,1,mixture
11,ACD,"Kp, Lf, Pm",0.33,0.33,3,3,5.0 mm,L,1,one month,9.395,R1,13.84,5.605,8.235,1.16,12.34699308,9.672326586,87.65300692,0.876530069,0.123469931,0,0,1,mixture
11,ACD,"Kp, Lf, Pm",0.33,0.33,3,3,5.0 mm,L,3,three months,9.395,R1,13.29,5.605,7.685,1.71,18.20117084,15.33523142,81.79882916,0.817988292,0.182011708,0,0,1,mixture
11,ACD,"Kp, Lf, Pm",0.33,0.33,3,3,5.0 mm,L,6,six months,9.395,R1,12.89,5.605,7.285,2.11,22.45875466,22.49520623,77.54124534,0.775412453,0.224587547,0,0,1,mixture
12,ACDE,"Kp, Lf, Pm, Td",0.25,0.5,4,4,0.07 mm,S,1,one month,9.475,R1,14.13,5.605,8.525,0.95,10.02638522,9.626034515,89.97361478,0.899736148,0.100263852,0,0,1,mixture
12,ACDE,"Kp, Lf, Pm, Td",0.25,0.5,4,4,0.07 mm,S,3,three months,9.475,R1,13.78,5.605,8.175,1.3,13.72031662,14.02780013,86.27968338,0.862796834,0.137203166,0,0,1,mixture
12,ACDE,"Kp, Lf, Pm, Td",0.25,0.5,4,4,0.07 mm,S,6,six months,9.475,R1,12.83,5.605,7.225,2.25,23.74670185,18.15419973,76.25329815,0.762532982,0.237467019,0,0,1,mixture
12,ACDE,"Kp, Lf, Pm, Td",0.25,0.5,4,4,2.0 mm,M,1,one month,9.475,R1,13.95,5.605,8.345,1.13,11.92612137,11.00703241,88.07387863,0.880738786,0.119261214,0,0,1,mixture
12,ACDE,"Kp, Lf, Pm, Td",0.25,0.5,4,4,2.0 mm,M,3,three months,9.475,R1,13.75,5.605,8.145,1.33,14.03693931,16.62886478,85.96306069,0.859630607,0.140369393,0,0,1,mixture
12,ACDE,"Kp, Lf, Pm, Td",0.25,0.5,4,4,2.0 mm,M,6,six months,9.475,R1,12.92,5.605,7.315,2.16,22.79683377,23.49964294,77.20316623,0.772031662,0.227968338,0,0,1,mixture
12,ACDE,"Kp, Lf, Pm, Td",0.25,0.5,4,4,5.0 mm,L,1,one month,9.475,R1,14.01,5.605,8.405,1.07,11.29287599,11.11634966,88.70712401,0.88707124,0.11292876,0,0,1,mixture
12,ACDE,"Kp, Lf, Pm, Td",0.25,0.5,4,4,5.0 mm,L,3,three months,9.475,R1,13.31,5.605,7.705,1.77,18.68073879,17.80002388,81.31926121,0.813192612,0.186807388,0,0,1,mixture
12,ACDE,"Kp, Lf, Pm, Td",0.25,0.5,4,4,5.0 mm,L,6,six months,9.475,R1,12.85,5.605,7.245,2.23,23.53562005,24.77705527,76.46437995,0.7646438,0.235356201,0,0,1,mixture
13,ACE,"Kp, Lf, Td",0,0.33,3,3,0.07 mm,S,1,one month,9.525,R1,14.07,5.605,8.465,1.06,11.12860892,12.1174812,88.87139108,0.888713911,0.111286089,1,0,0,fast
13,ACE,"Kp, Lf, Td",0,0.33,3,3,0.07 mm,S,3,three months,9.525,R1,13.6,5.605,7.995,1.53,16.06299213,15.87066914,83.93700787,0.839370079,0.160629921,1,0,0,fast
13,ACE,"Kp, Lf, Td",0,0.33,3,3,0.07 mm,S,6,six months,9.525,R1,13.11,5.605,7.505,2.02,21.20734908,22.87872139,78.79265092,0.787926509,0.212073491,1,0,0,fast
13,ACE,"Kp, Lf, Td",0,0.33,3,3,2.0 mm,M,1,one month,9.525,R1,13.71,5.605,8.105,1.42,14.90813648,14.57604322,85.09186352,0.850918635,0.149081365,1,0,0,fast
13,ACE,"Kp, Lf, Td",0,0.33,3,3,2.0 mm,M,3,three months,9.525,R1,13.84,5.605,8.235,1.29,13.54330709,18.83669329,86.45669291,0.864566929,0.135433071,1,0,0,fast
13,ACE,"Kp, Lf, Td",0,0.33,3,3,2.0 mm,M,6,six months,9.525,R1,12.51,5.605,6.905,2.62,27.50656168,27.63911509,72.49343832,0.724934383,0.275065617,1,0,0,fast
13,ACE,"Kp, Lf, Td",0,0.33,3,3,5.0 mm,L,1,one month,9.525,R1,14.04,5.605,8.435,1.09,11.44356955,13.02872083,88.55643045,0.885564305,0.114435696,1,0,0,fast
13,ACE,"Kp, Lf, Td",0,0.33,3,3,5.0 mm,L,3,three months,9.525,R1,13.34,5.605,7.735,1.79,18.79265092,21.04374709,81.20734908,0.812073491,0.187926509,1,0,0,fast
13,ACE,"Kp, Lf, Td",0,0.33,3,3,5.0 mm,L,6,six months,9.525,R1,12.59,5.605,6.985,2.54,26.66666667,29.77267042,73.33333333,0.733333333,0.266666667,1,0,0,fast
14,AD,"Kp, Pm",0.5,0.5,2,2,0.07 mm,S,1,one month,9.305,R1,14,5.605,8.395,0.91,9.77968834,7.61740219,90.22031166,0.902203117,0.097796883,0,0,1,mixture
14,AD,"Kp, Pm",0.5,0.5,2,2,0.07 mm,S,3,three months,9.305,R1,13.44,5.605,7.835,1.47,15.79795809,10.79115152,84.20204191,0.842020419,0.157979581,0,0,1,mixture
14,AD,"Kp, Pm",0.5,0.5,2,2,0.07 mm,S,6,six months,9.305,R1,N/A,N/A,N/A,N/A,N/A,11.32007609,N/A,N/A,N/A,0,0,1,mixture
14,AD,"Kp, Pm",0.5,0.5,2,2,2.0 mm,M,1,one month,9.305,R1,14.5,5.605,8.895,0.41,4.406233208,6.959651475,95.59376679,0.955937668,0.044062332,0,0,1,mixture
14,AD,"Kp, Pm",0.5,0.5,2,2,2.0 mm,M,3,three months,9.305,R1,13.64,5.605,8.035,1.27,13.64857603,14.86864137,86.35142397,0.86351424,0.13648576,0,0,1,mixture
14,AD,"Kp, Pm",0.5,0.5,2,2,2.0 mm,M,6,six months,9.305,R1,13.06,5.605,7.455,1.85,19.88178399,19.64248991,80.11821601,0.80118216,0.19881784,0,0,1,mixture
14,AD,"Kp, Pm",0.5,0.5,2,2,5.0 mm,L,1,one month,9.305,R1,14.21,5.605,8.605,0.7,7.522837184,8.480502794,92.47716282,0.924771628,0.075228372,0,0,1,mixture
14,AD,"Kp, Pm",0.5,0.5,2,2,5.0 mm,L,3,three months,9.305,R1,13.67,5.605,8.065,1.24,13.32616873,12.13094186,86.67383127,0.866738313,0.133261687,0,0,1,mixture
14,AD,"Kp, Pm",0.5,0.5,2,2,5.0 mm,L,6,six months,9.305,R1,12.88,5.605,7.275,2.03,21.81622783,19.31869739,78.18377217,0.781837722,0.218162278,0,0,1,mixture
15,ADE,"Kp, Pm, Td",0.33,0.67,3,3,0.07 mm,S,1,one month,9.395,R1,14.22,5.605,8.615,0.78,8.302288451,8.67253113,91.69771155,0.916977116,0.083022885,0,0,1,mixture
15,ADE,"Kp, Pm, Td",0.33,0.67,3,3,0.07 mm,S,3,three months,9.395,R1,13.69,5.605,8.085,1.31,13.94358701,12.10165242,86.05641299,0.86056413,0.13943587,0,0,1,mixture
15,ADE,"Kp, Pm, Td",0.33,0.67,3,3,0.07 mm,S,6,six months,9.395,R1,N/A,N/A,N/A,N/A,N/A,16.67061579,N/A,N/A,N/A,0,0,1,mixture
15,ADE,"Kp, Pm, Td",0.33,0.67,3,3,2.0 mm,M,1,one month,9.395,R1,13.38,5.605,7.775,1.62,17.24321448,9.93976765,82.75678552,0.827567855,0.172432145,0,0,1,mixture
15,ADE,"Kp, Pm, Td",0.33,0.67,3,3,2.0 mm,M,3,three months,9.395,R1,13.27,5.605,7.665,1.73,18.41405003,15.85678562,81.58594997,0.8158595,0.1841405,0,0,1,mixture
